Transaction ID,Date,Account Number,Bank Name,Bank Statement Amount,Book Records Amount,Match Status,Amount_Difference,Predicted Break Reason
TXN-000449,2024-03-24,3091.0,Bank of America,-4.0053873,-4.097148,Break,0.09176070000000003,Timing Difference
TXN-000455,2024-03-30,2345.0,Bank of America,-3.9983025,-4.086317,Match,0.08801450000000033,No Break
TXN-000457,2024-04-01,-1.0,Wells Fargo,-4.00043,-4.0890636,Break,0.08863360000000053,Missing in Bank
TXN-000459,2024-04-03,-1.0,HSBC,27.172832,19.243092,Match,7.929739999999999,No Break
TXN-000460,2024-04-04,-1.0,Citibank,17.102755,31.245487,Match,-14.142732000000002,No Break
TXN-000461,2024-04-05,-1.0,Citibank,85.446266,87.66687,Match,-2.2206040000000087,No Break
TXN-000465,2024-04-09,-1.0,Wells Fargo,7.139597,5.854268,Match,1.285329,No Break
TXN-000467,2024-04-11,2477.0,Chase,-3.9872606,-4.0481086,Break,0.06084800000000001,Fraudulent/Unauthorized
TXN-000476,2024-04-20,472.0,Wells Fargo,-3.316833,-3.5425708,Break,0.2257378000000001,Bank Error
TXN-000482,2024-04-26,1150.0,Bank of America,-4.005636,-4.097636,Break,0.09199999999999964,Bank Error
TXN-000483,2024-04-27,-1.0,Citibank,-4.005551,-4.097365,Break,0.09181400000000028,Timing Difference
TXN-000485,2024-04-29,1989.0,Wells Fargo,-3.5348854,-2.8800006,Break,-0.6548848,Fraudulent/Unauthorized
TXN-000489,2024-05-03,-1.0,Bank of America,-4.0051103,-4.0951676,Break,0.09005729999999978,Timing Difference
TXN-000500,2024-05-14,1024.0,Citibank,-4.005605,-4.09757,Break,0.09196500000000007,Missing in Books
TXN-000503,2024-05-17,-1.0,HSBC,660.10297,748.8591,Break,-88.75612999999998,Missing in Books
TXN-000505,2024-05-19,1221.0,Chase,-3.9456291,-4.014437,Match,0.06880789999999992,No Break
TXN-000513,2024-05-27,1024.0,Bank of America,-4.0055604,-4.0974407,Break,0.09188029999999969,Timing Difference
TXN-000515,2024-05-29,-1.0,Citibank,-4.0025387,-4.09246,Match,0.08992130000000031,No Break
TXN-000522,2024-06-05,1382.0,Citibank,-4.005624,-4.097627,Match,0.09200300000000006,No Break
TXN-000523,2024-06-06,-1.0,Chase,-4.0024285,-4.086504,Break,0.08407549999999997,Duplicate Entry
TXN-000524,2024-06-07,3582.0,Citibank,-3.8694234,-3.9692304,Match,0.09980699999999976,No Break
TXN-000526,2024-06-09,-1.0,Bank of America,-4.001431,-4.0905356,Break,0.08910459999999976,Missing in Books
TXN-000527,2024-06-10,-1.0,Citibank,-3.608886,-2.997122,Break,-0.611764,Fraudulent/Unauthorized
TXN-000530,2024-06-13,1363.0,Bank of America,-4.005636,-4.097636,Break,0.09199999999999964,Timing Difference
TXN-000537,2024-06-20,71.0,Citibank,27.611124,26.616745,Match,0.9943789999999986,No Break
TXN-000538,2024-06-21,-1.0,HSBC,-3.3271053,-3.4631245,Break,0.13601920000000023,Timing Difference
TXN-000540,2024-06-23,2997.0,Citibank,-2.8756335,-0.64508235,Break,-2.23055115,Missing in Books
TXN-000542,2024-06-25,-1.0,HSBC,-3.8400853,-3.5746315,Break,-0.26545379999999996,Missing in Bank
TXN-000543,2024-06-26,-1.0,HSBC,-4.0056343,-4.0976353,Match,0.09200100000000067,No Break
TXN-000546,2024-06-29,1483.0,Citibank,-3.9543142,-3.8712733,Break,-0.08304089999999986,Fraudulent/Unauthorized
TXN-000547,2024-06-30,4338.0,HSBC,-3.4119024,-3.5599027,Break,0.14800030000000008,Amount Mismatch
TXN-000553,2024-07-06,-1.0,Citibank,210.64598,158.01823,Match,52.62775000000002,No Break
TXN-000557,2024-07-10,-1.0,Bank of America,-4.0056005,-4.0975327,Break,0.09193220000000046,Duplicate Entry
TXN-000560,2024-07-13,3772.0,Citibank,10.927588,51.285007,Break,-40.357419,Timing Difference
TXN-000561,2024-07-14,-1.0,Bank of America,0.012668938,-0.71874106,Match,0.7314099980000001,No Break
TXN-000563,2024-07-16,3391.0,Bank of America,403.4092,554.74744,Break,-151.33823999999998,Timing Difference
TXN-000570,2024-07-23,-1.0,HSBC,-2.1302874,0.35308966,Break,-2.48337706,Timing Difference
TXN-000572,2024-07-25,3510.0,Wells Fargo,-3.9996176,-4.077838,Break,0.07822039999999975,Amount Mismatch
TXN-000573,2024-07-26,800.0,Chase,-3.9969237,-4.0563593,Break,0.05943559999999959,Fraudulent/Unauthorized
TXN-000575,2024-07-28,-1.0,Bank of America,-3.9630053,-4.068815,Match,0.1058097,No Break
TXN-000576,2024-07-29,3405.0,Citibank,111.43769,99.74922,Break,11.68847000000001,Duplicate Entry
TXN-000581,2024-08-03,74.0,Citibank,-3.2747207,-2.7016485,Break,-0.5730721999999999,Timing Difference
TXN-000582,2024-08-04,-1.0,Chase,-3.9807563,-4.001451,Break,0.0206947000000004,Duplicate Entry
TXN-000584,2024-08-06,-1.0,Citibank,-4.005633,-4.0976334,Match,0.09200039999999987,No Break
TXN-000588,2024-08-10,4773.0,HSBC,319.5499,583.90643,Break,-264.35653,Missing in Books
TXN-000594,2024-08-16,960.0,Chase,-3.9076595,-4.015729,Match,0.10806950000000048,No Break
TXN-000596,2024-08-18,1459.0,Chase,1501.2548,1788.8447,Break,-287.58990000000017,Fraudulent/Unauthorized
TXN-000598,2024-08-20,-1.0,Citibank,-4.005215,-4.0948095,Break,0.08959450000000047,Timing Difference
TXN-000601,2024-08-23,1919.0,Bank of America,-3.875242,-3.93734,Break,0.062097999999999764,Timing Difference
TXN-000607,2024-08-29,4552.0,Citibank,-4.0056267,-4.0976076,Break,0.09198090000000025,Missing in Bank
TXN-000609,2024-08-31,-1.0,Chase,35.124424,15.725642,Match,19.398781999999997,No Break
TXN-000611,2024-09-02,-1.0,Bank of America,-4.005636,-4.097636,Match,0.09199999999999964,No Break
TXN-000613,2024-09-04,-1.0,Citibank,0.88292015,0.5243553,Match,0.35856485000000005,No Break
TXN-000615,2024-09-06,4039.0,Bank of America,-3.537475,-2.7399724,Break,-0.7975026000000001,Timing Difference
TXN-000620,2024-09-11,-1.0,Citibank,-4.00391,-4.094843,Match,0.09093299999999971,No Break
TXN-000630,2024-09-21,189.0,Citibank,92.268105,311.15625,Break,-218.888145,Timing Difference
TXN-000631,2024-09-22,792.0,Citibank,5.0778437,16.894722,Break,-11.816878300000003,Fraudulent/Unauthorized
TXN-000632,2024-09-23,1847.0,HSBC,652.7517,873.6238,Break,-220.87209999999993,Duplicate Entry
TXN-000633,2024-09-24,-1.0,Bank of America,-3.9290378,-3.8436613,Break,-0.08537650000000019,Bank Error
TXN-000635,2024-09-26,3870.0,Chase,11.0732,56.474194,Break,-45.400994,Fraudulent/Unauthorized
TXN-000636,2024-09-27,-1.0,Bank of America,-4.0051713,-4.0970993,Match,0.09192800000000023,No Break
TXN-000639,2024-09-30,-1.0,Bank of America,-4.005585,-4.097602,Match,0.09201700000000024,No Break
TXN-000640,2024-10-01,-1.0,HSBC,-3.7123532,-3.3143346,Break,-0.3980185999999999,Amount Mismatch
TXN-000646,2024-10-07,3872.0,Chase,1915.0416,1906.8,Match,8.241600000000062,No Break
TXN-000647,2024-10-08,-1.0,Bank of America,-4.005616,-4.0976033,Break,0.09198730000000044,Missing in Bank
TXN-000652,2024-10-13,-1.0,Citibank,-4.005285,-4.09722,Match,0.09193500000000032,No Break
TXN-000660,2024-10-21,1471.0,Citibank,-1.6520258,3.267575,Break,-4.9196007999999996,Timing Difference
TXN-000661,2024-10-22,4736.0,Bank of America,-4.003924,-4.0944476,Break,0.09052360000000004,Missing in Books
TXN-000662,2024-10-23,342.0,Bank of America,-3.423139,-3.359828,Match,-0.06331100000000012,No Break
TXN-000664,2024-10-25,-1.0,Citibank,56.620186,37.667393,Break,18.952793,Bank Error
TXN-000667,2024-10-28,2187.0,Chase,1853.5244,2189.8652,Break,-336.3408000000002,Fraudulent/Unauthorized
TXN-000668,2024-10-29,1627.0,Chase,-4.003253,-4.0872264,Match,0.08397339999999964,No Break
TXN-000670,2024-10-31,-1.0,Citibank,-3.9904697,-4.0482197,Break,0.05774999999999997,Fraudulent/Unauthorized
TXN-000672,2024-11-02,-1.0,Citibank,-3.8837097,-3.9360034,Match,0.05229370000000033,No Break
TXN-000686,2024-11-16,-1.0,Wells Fargo,-4.005631,-4.0976276,Break,0.09199659999999987,Missing in Bank
TXN-000687,2024-11-17,2278.0,Bank of America,-4.005247,-4.096053,Break,0.09080600000000061,Missing in Books
TXN-000688,2024-11-18,701.0,Chase,6.4020166,17.710945,Break,-11.3089284,Missing in Books
TXN-000689,2024-11-19,87.0,Chase,2831.477,2749.7349,Match,81.74209999999994,No Break
TXN-000690,2024-11-20,-1.0,Chase,-4.005631,-4.097628,Match,0.0919970000000001,No Break
TXN-000698,2024-11-28,4335.0,Bank of America,-4.0043125,-4.0940747,Break,0.08976220000000001,Bank Error
TXN-000699,2024-11-29,-1.0,Chase,333.86658,425.75555,Match,-91.88897000000003,No Break
TXN-000700,2024-11-30,259.0,HSBC,-3.9966557,-4.0906525,Break,0.09399680000000021,Amount Mismatch
TXN-000703,2024-12-03,-1.0,HSBC,209.87503,161.92142,Match,47.95361,No Break
TXN-000704,2024-12-04,-1.0,HSBC,763.002,764.16016,Break,-1.1581600000000662,Duplicate Entry
TXN-000708,2024-12-08,4466.0,Chase,-4.0053144,-4.0974617,Match,0.0921473000000006,No Break
TXN-000715,2024-12-15,-1.0,Chase,-4.001563,-4.0943217,Match,0.09275870000000008,No Break
TXN-000717,2024-12-17,-1.0,Citibank,-4.0055356,-4.0975194,Match,0.09198380000000039,No Break
TXN-000718,2024-12-18,3422.0,Citibank,-3.8395815,-3.9017005,Break,0.062119000000000035,Missing in Books
TXN-000724,2024-12-24,-1.0,Chase,6.250944,26.133236,Match,-19.882292,No Break
TXN-000727,2024-12-27,1977.0,Chase,-3.674869,-3.8747845,Match,0.1999154999999999,No Break
TXN-000728,2024-12-28,-1.0,Bank of America,-4.0026464,-4.0903296,Break,0.08768319999999985,Bank Error
TXN-000729,2024-12-29,-1.0,HSBC,20.613874,54.01041,Break,-33.396536,Amount Mismatch
TXN-000761,2025-01-30,579.0,Bank of America,24.178188,78.02413,Break,-53.845942,Amount Mismatch
TXN-000768,2025-02-06,-1.0,Citibank,-3.9864528,-4.0764723,Break,0.09001949999999992,Duplicate Entry
TXN-000769,2025-02-07,4438.0,Citibank,-0.52153075,0.1356877,Break,-0.65721845,Missing in Books
TXN-000770,2025-02-08,2434.0,Chase,-4.004539,-4.0932813,Break,0.08874229999999983,Missing in Books
TXN-000771,2025-02-09,2593.0,Chase,131.17453,303.87628,Break,-172.70175,Missing in Books
TXN-000772,2025-02-10,695.0,Citibank,1.1053423,2.777774,Break,-1.6724317,Timing Difference
TXN-000773,2025-02-11,-1.0,Bank of America,-4.0056314,-4.097632,Break,0.09200059999999954,Duplicate Entry
TXN-000776,2025-02-14,-1.0,HSBC,-3.9863734,-4.083695,Match,0.09732159999999945,No Break
TXN-000779,2025-02-17,3950.0,Bank of America,-2.1891758,-0.419547,Match,-1.7696288,No Break
TXN-000781,2025-02-19,-1.0,HSBC,2.0235136,11.147721,Break,-9.124207400000001,Missing in Bank
TXN-000782,2025-02-20,-1.0,Chase,-2.7700438,-2.4287696,Match,-0.34127419999999997,No Break
TXN-000785,2025-02-23,4805.0,Bank of America,-4.001782,-4.0870085,Break,0.0852264999999992,Timing Difference
TXN-000789,2025-02-27,-1.0,Bank of America,-4.0051723,-4.09714,Match,0.09196769999999965,No Break
TXN-000792,2025-03-02,-1.0,HSBC,91.51651,203.37265,Break,-111.85614,Fraudulent/Unauthorized
TXN-000793,2025-03-03,-1.0,Citibank,1788.1936,1683.2466,Match,104.94700000000012,No Break
TXN-000794,2025-03-04,957.0,Bank of America,-4.0056357,-4.097636,Match,0.09200029999999959,No Break
TXN-000805,2025-03-15,-1.0,Citibank,0.0115383575,0.0033725284,Match,0.0081658291,No Break
TXN-000807,2025-03-17,1388.0,Bank of America,-3.7706137,-3.5442028,Match,-0.2264109000000003,No Break
TXN-000815,2025-03-25,-1.0,Chase,2771.7593,2710.6365,Match,61.1228000000001,No Break
TXN-000820,2025-03-30,4662.0,Bank of America,-4.0038085,-4.0965433,Match,0.09273480000000056,No Break
TXN-000823,2025-04-02,-1.0,Chase,443.18106,516.1879,Match,-73.00684000000001,No Break
TXN-000824,2025-04-03,-1.0,Bank of America,-4.005636,-4.097636,Match,0.09199999999999964,No Break
TXN-000825,2025-04-04,2895.0,Chase,376.1016,453.16586,Match,-77.06425999999999,No Break
TXN-000826,2025-04-05,-1.0,Citibank,47.92086,47.964912,Match,-0.044052000000000646,No Break
TXN-000828,2025-04-07,449.0,Citibank,-4.001507,-4.0865784,Break,0.08507139999999946,Duplicate Entry
TXN-000831,2025-04-10,1236.0,Chase,-3.8036437,-3.8168683,Match,0.01322460000000003,No Break
TXN-000833,2025-04-12,478.0,Bank of America,-3.9968865,-4.043041,Break,0.046154499999999654,Bank Error
TXN-000837,2025-04-16,1448.0,Citibank,-3.288631,-3.4239776,Match,0.1353466000000001,No Break
TXN-000840,2025-04-19,376.0,Bank of America,-4.0056305,-4.0976243,Break,0.09199380000000001,Missing in Books
TXN-000841,2025-04-20,595.0,Bank of America,-4.005631,-4.0976224,Break,0.0919913999999995,Bank Error
TXN-000846,2025-04-25,-1.0,Bank of America,-3.9816384,-4.0108004,Break,0.02916199999999991,Timing Difference
TXN-000847,2025-04-26,865.0,Chase,-4.005636,-4.097636,Break,0.09199999999999964,Bank Error
TXN-000852,2025-05-01,1440.0,Citibank,-3.9575076,-4.052287,Match,0.09477939999999974,No Break
TXN-000854,2025-05-03,2967.0,Chase,-4.005636,-4.097636,Break,0.09199999999999964,Bank Error
TXN-000855,2025-05-04,1421.0,HSBC,-3.5587301,-3.1295269,Break,-0.4292031999999999,Fraudulent/Unauthorized
TXN-000856,2025-05-05,-1.0,Chase,-4.0055504,-4.097568,Match,0.09201760000000014,No Break
TXN-000861,2025-05-10,786.0,HSBC,193.42221,226.66585,Break,-33.24364,Missing in Books
TXN-000864,2025-05-13,-1.0,Citibank,-3.969094,-4.059902,Match,0.090808,No Break
TXN-000868,2025-05-17,4741.0,HSBC,1235.4431,1725.1758,Break,-489.7327,Timing Difference
TXN-000875,2025-05-24,1944.0,Chase,229.45914,166.0194,Match,63.43974,No Break
TXN-000876,2025-05-25,-1.0,HSBC,1701.1858,1910.0272,Break,-208.84140000000002,Missing in Bank
TXN-000877,2025-05-26,1454.0,Citibank,-1.5796958,-1.6638504,Match,0.08415459999999997,No Break
